ProDataCSV

Title: Thu Jan 03 18:22:06 2019

Remarks:
User: SX User
#Sample period: 1.00 ms

Last Modified: Thu Jan 03 19:23:19 2019 by unknown.

Options:

Available Dimensions:,2
Time,1000 time points over 10s,logarithmic,oversampled,external trigger,pressure hold off (pressure released immediately)
Wavelength,Wavelength: 182.056nm - 725.853nm, Step Size: 2.2nm

Available Properties: ,2
PhotodiodeArray,PhotodiodeArray
Count,

Data:


PhotodiodeArray
Time,Wavelength
,182.056,184.256,186.456,188.655,190.853,193.052,195.249,197.446,199.643,201.839,204.034,206.229,208.423,210.617,212.81,215.003,217.195,219.387,221.578,223.769,225.959,228.149,230.338,232.526,234.714,236.902,239.089,241.275,243.461,245.646,247.831,250.015,252.199,254.382,256.565,258.747,260.928,263.109,265.29,267.47,269.649,271.828,274.007,276.184,278.362,280.538,282.715,284.89,287.066,289.24,291.414,293.588,295.761,297.934,300.105,302.277,304.448,306.618,308.788,310.957,313.126,315.294,317.462,319.629,321.796,323.962,326.128,328.293,330.457,332.621,334.785,336.948,339.11,341.272,343.433,345.594,347.754,349.914,352.073,354.232,356.39,358.548,360.705,362.861,365.017,367.173,369.327,371.482,373.636,375.789,377.942,380.094,382.246,384.397,386.548,388.698,390.847,392.996,395.145,397.293,399.44,401.587,403.734,405.88,408.025,410.17,412.314,414.458,416.601,418.744,420.886,423.027,425.168,427.309,429.449,431.588,433.727,435.866,438.004,440.141,442.278,444.414,446.55,448.685,450.82,452.954,455.087,457.22,459.353,461.485,463.617,465.747,467.878,470.008,472.137,474.266,476.394,478.522,480.649,482.776,484.902,487.028,489.153,491.277,493.401,495.525,497.648,499.77,501.892,504.013,506.134,508.254,510.374,512.493,514.612,516.73,518.848,520.965,523.081,525.197,527.313,529.428,531.542,533.656,535.769,537.882,539.995,542.106,544.218,546.328,548.438,550.548,552.657,554.766,556.874,558.981,561.088,563.195,565.3,567.406,569.511,571.615,573.719,575.822,577.925,580.027,582.128,584.229,586.33,588.43,590.53,592.628,594.727,596.825,598.922,601.019,603.115,605.211,607.306,609.401,611.495,613.589,615.682,617.774,619.867,621.958,624.049,626.139,628.229,630.319,632.407,634.496,636.584,638.671,640.758,642.844,644.929,647.014,649.099,651.183,653.266,655.349,657.432,659.514,661.595,663.676,665.756,667.836,669.915,671.994,674.072,676.15,678.227,680.304,682.38,684.455,686.53,688.604,690.678,692.752,694.825,696.897,698.969,701.04,703.111,705.181,707.25,709.32,711.388,713.456,715.524,717.591,719.657,721.723,723.789,725.853,
0.001,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,3,3,3,2.66276,2.07555,2.19682,3,2.07004,3,3,3,2.82995,3,3,3,3,2.87506,3.2071,3.21906,2.73904,1.92807,2.19728,1.68658,1.52158,1.37886,1.25971,1.12768,1.0249,0.936424,0.858485,0.790357,0.738122,0.69789,0.677676,0.65293,0.63559,0.619385,0.600683,0.584718,0.568054,0.549627,0.538538,0.523633,0.508561,0.491888,0.481473,0.463968,0.453427,0.434736,0.423697,0.412069,0.398438,0.386142,0.376328,0.366999,0.358027,0.349232,0.341005,0.333983,0.32776,0.321671,0.315868,0.310514,0.305278,0.29964,0.29611,0.29229,0.287227,0.28337,0.28085,0.275984,0.272326,0.270074,0.266294,0.264837,0.261142,0.258954,0.256515,0.253481,0.250546,0.246939,0.242945,0.237503,0.23264,0.228852,0.223559,0.219602,0.216082,0.21262,0.209082,0.205609,0.203076,0.200549,0.197605,0.19543,0.192717,0.190218,0.188181,0.185776,0.183528,0.181974,0.179559,0.178038,0.175861,0.173702,0.171628,0.16994,0.168408,0.166454,0.164523,0.162694,0.160962,0.1592,0.157521,0.156135,0.154718,0.152971,0.152038,0.15013,0.148597,0.147335,0.145771,0.144878,0.142959,0.142055,0.140582,0.139592,0.137801,0.136545,0.13523,0.134118,0.132982,0.130907,0.129911,0.12817,0.127272,0.125451,0.124045,0.12332,0.122039,0.120269,0.119509,0.118413,0.117766,0.116115,0.115246,0.113525,0.11274,0.111738,0.109949,0.109056,0.107764,0.106501,0.105947,0.105187,0.104093,0.103057,0.101981,0.101037,0.100198,0.0987727,0.0982501,0.097308,0.0958894,0.0949593,0.0943869,0.0929492,0.0923847,0.0911919,0.0902654,0.0890656,0.08851,0.0874351,0.087105,0.0858045,0.0849947,0.0843333,0.0832271,0.0828641,0.0817744,0.0810696,0.0805397,0.0801097,0.0788804,0.0781148,0.0776955,0.0768986,0.0766219,0.0754458,0.0745849,0.0743271,0.0731937,0.0728403,0.072598,0.0716517,0.0708307,0.0704917,0.0699609,0.069054,0.0684461,0.0689342,0.0673609,0.0673549,0.0663801,0.0660031,0.0654887,0.0650303,0.0647773,0.0641295,0.0634324,0.0635827,0.0626001,0.0620591,0.0625188,0.0615324,0.0603016,0.0600693,0.0602406,0.0600083,0.0593012,0.0586317,0.0578513,0.0578463
0.002,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,3,2.55145,1.84094,2.0607,1.97864,3,3,3,1.98945,3,3,3,1.90687,3,3,3,3,3,2.44091,2.43801,3,2.19728,1.68658,1.54047,1.53284,1.23227,1.15099,1.01784,0.963747,0.861174,0.780162,0.740587,0.701275,0.668435,0.648886,0.632401,0.618544,0.595221,0.582097,0.567328,0.548218,0.531945,0.525009,0.502884,0.488635,0.474489,0.463968,0.447554,0.432796,0.418993,0.410106,0.395278,0.383664,0.372573,0.363088,0.353573,0.345764,0.337379,0.330466,0.32286,0.317464,0.312495,0.306967,0.301787,0.295539,0.293581,0.287438,0.283762,0.278849,0.275972,0.272988,0.268525,0.265793,0.262305,0.259487,0.258434,0.254815,0.253176,0.248965,0.245223,0.243144,0.239072,0.233917,0.228357,0.223268,0.220097,0.216281,0.211095,0.208383,0.20436,0.201157,0.199225,0.19631,0.193256,0.19142,0.189108,0.186784,0.183967,0.181648,0.179514,0.177721,0.175427,0.173574,0.171328,0.169563,0.167409,0.165663,0.164251,0.162552,0.159856,0.158533,0.157205,0.1552,0.153404,0.15151,0.150277,0.14915,0.14793,0.145715,0.144304,0.14277,0.141913,0.140328,0.138807,0.137922,0.136715,0.1352,0.134045,0.132792,0.131046,0.130324,0.128227,0.127016,0.126631,0.12428,0.122914,0.121322,0.120442,0.119276,0.117819,0.117134,0.115064,0.114304,0.113418,0.112237,0.111374,0.10996,0.108586,0.107376,0.106036,0.104961,0.104435,0.102817,0.1019,0.101202,0.0997568,0.098984,0.0981991,0.0974769,0.0960198,0.0953773,0.0943205,0.0934584,0.0920003,0.0908753,0.0898974,0.0890725,0.0880346,0.0876518,0.0857629,0.0849404,0.0837911,0.0833074,0.0830456,0.0814968,0.0807342,0.0799435,0.079414,0.0783452,0.0775287,0.0764885,0.0761133,0.0760504,0.0742881,0.073777,0.0738435,0.073464,0.072652,0.0711085,0.0715743,0.0709068,0.0699804,0.0692917,0.0684616,0.0670782,0.0673078,0.0659945,0.0662003,0.0654664,0.0653837,0.0642402,0.0638426,0.0627028,0.0626887,0.0622784,0.0618762,0.0607194,0.0600834,0.0595144,0.059326,0.0594093,0.0599467,0.0585447,0.0586728,0.0556554,0.0562313,0.0562138,0.0556625,0.0556672,0.0557744,0.0553909,0.0541402,0.0535507
0.003,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,3,1.70635,1.716,1.96379,1.77452,3,3,1.827,1.3662,2.24386,2.06967,3,1.4919,2.98453,3,3,3,2.42894,3,3.21617,2.20683,2.19728,1.74457,1.46941,1.32987,1.2235,1.12446,1.0345,0.925958,0.838831,0.780162,0.74556,0.697216,0.670153,0.648886,0.636963,0.611875,0.590976,0.582097,0.565879,0.546463,0.536793,0.520554,0.497608,0.487987,0.475119,0.456985,0.443778,0.428392,0.419513,0.405722,0.395278,0.384488,0.370521,0.362749,0.351134,0.345902,0.335888,0.327313,0.321102,0.315327,0.308964,0.304078,0.29983,0.293768,0.290083,0.285078,0.281529,0.277607,0.274907,0.270109,0.266448,0.264129,0.259606,0.259044,0.254965,0.252718,0.249138,0.24747,0.24461,0.241665,0.236011,0.231794,0.227113,0.221774,0.216958,0.213326,0.209994,0.206784,0.201892,0.19973,0.197015,0.194226,0.191394,0.189091,0.186013,0.183853,0.181569,0.179058,0.177472,0.175805,0.173028,0.171785,0.1697,0.167492,0.165537,0.16407,0.161788,0.15998,0.158037,0.156321,0.155307,0.153385,0.152076,0.149894,0.148129,0.146917,0.145163,0.143542,0.142771,0.141098,0.139667,0.138144,0.137215,0.135453,0.134831,0.133039,0.131454,0.130458,0.128947,0.127813,0.126545,0.124842,0.124015,0.122151,0.121192,0.119778,0.118088,0.116995,0.115659,0.11466,0.113744,0.112424,0.112173,0.109934,0.108921,0.107518,0.107154,0.105605,0.104538,0.10351,0.10224,0.101281,0.100128,0.099223,0.0981941,0.0968222,0.0963823,0.0954794,0.094458,0.0932084,0.0917852,0.0915274,0.0908588,0.0897257,0.0883177,0.0875589,0.0863808,0.0853628,0.0847831,0.0843266,0.0822828,0.081822,0.0813736,0.0801594,0.0792323,0.0787222,0.0778767,0.077756,0.0758193,0.0759388,0.0750237,0.0745687,0.0736242,0.0729816,0.0719726,0.0707096,0.071382,0.0700777,0.0697394,0.0685924,0.0683328,0.0677797,0.0676999,0.0664652,0.0660198,0.0657344,0.065252,0.0645075,0.0638339,0.0627573,0.0621201,0.0619836,0.061109,0.0600178,0.0606084,0.0602796,0.0594499,0.0590315,0.0586349,0.0578545,0.0577698,0.0572917,0.0565365,0.0561578,0.0552502,0.0546933,0.0552935,0.0554132,0.053461,0.0544988,0.0541402,0.0526019
0.004,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.60669,2.55145,3,3,1.77452,1.82884,3,1.827,1.84332,3,3,3,3,1.94313,3,2.82478,3,2.90607,3,2.43801,2.20683,2.19728,1.81152,1.5809,1.43408,1.289,1.16488,1.03938,0.954447,0.854482,0.788299,0.74556,0.697216,0.671877,0.6601,0.631042,0.613118,0.595609,0.582097,0.565157,0.545414,0.535055,0.519873,0.50388,0.485728,0.471038,0.463968,0.445807,0.431415,0.418993,0.405722,0.395278,0.383047,0.374446,0.364444,0.355103,0.343696,0.337006,0.329788,0.323068,0.317172,0.311377,0.30534,0.299653,0.295096,0.290083,0.286438,0.283016,0.279328,0.275681,0.2727,0.26843,0.264406,0.262757,0.25869,0.257477,0.25322,0.251637,0.249596,0.2453,0.243144,0.237503,0.233368,0.228554,0.223767,0.218614,0.214574,0.21115,0.207583,0.204158,0.20042,0.197439,0.195328,0.1927,0.189841,0.187992,0.184966,0.182825,0.180166,0.178233,0.176566,0.174007,0.17305,0.170587,0.168344,0.166576,0.164336,0.163233,0.160988,0.158665,0.157328,0.155372,0.154001,0.152722,0.150885,0.149869,0.147623,0.146171,0.144702,0.143705,0.141581,0.140991,0.139854,0.137684,0.13665,0.13568,0.13338,0.132237,0.131521,0.130659,0.129067,0.127479,0.126,0.124902,0.123288,0.12134,0.120694,0.118793,0.117952,0.117466,0.115981,0.114857,0.113463,0.113029,0.111745,0.110238,0.109393,0.10821,0.106851,0.105366,0.103983,0.103415,0.102654,0.101729,0.100229,0.100368,0.0985829,0.0974136,0.0966851,0.0959374,0.0940907,0.0932656,0.0925487,0.0913371,0.0903001,0.0893351,0.089107,0.0879332,0.0872861,0.0869087,0.0851021,0.0838875,0.0830811,0.0822908,0.081229,0.0810078,0.0801532,0.0796289,0.0786032,0.0777952,0.0764885,0.0761941,0.0752678,0.0751195,0.0736514,0.0738435,0.0728066,0.0728337,0.0718597,0.0703663,0.0707094,0.0686319,0.0689889,0.068665,0.0675897,0.0672046,0.0661506,0.0662003,0.0654664,0.0646883,0.0642933,0.0639995,0.0642996,0.0626887,0.0623814,0.0618762,0.0614349,0.0609489,0.0607242,0.0603332,0.0587608,0.0599467,0.0584126,0.058154,0.0568496,0.0567841,0.0564576,0.0560935,0.0560485,0.0557744,0.0556658,0.0543495,0.0549098
0.005,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,3,3,3,1.81766,3,1.89579,3,3,3,3,3,1.92686,3,2.50741,2.21484,3,3,3,3,2.31308,2.36173,2.19728,2.19173,1.74652,1.39202,1.3784,1.13422,1.0249,0.943544,0.855813,0.780162,0.728399,0.696543,0.67826,0.65293,0.6252,0.611049,0.590592,0.582097,0.562996,0.546813,0.5316,0.519533,0.504546,0.487017,0.47229,0.457588,0.446389,0.435571,0.420555,0.40645,0.396179,0.382635,0.37108,0.360724,0.351895,0.34246,0.337379,0.329788,0.324002,0.316685,0.311098,0.305701,0.301787,0.295096,0.290977,0.286257,0.282923,0.277607,0.27365,0.271546,0.266825,0.265423,0.264386,0.259044,0.257477,0.254226,0.251718,0.248965,0.245914,0.24233,0.238144,0.232751,0.227375,0.222272,0.218436,0.214517,0.210489,0.206731,0.204006,0.199868,0.197312,0.195205,0.191513,0.189541,0.186741,0.184298,0.182123,0.179454,0.177349,0.175854,0.173852,0.171675,0.170232,0.167857,0.165922,0.164041,0.162648,0.160662,0.1584,0.156548,0.155339,0.153693,0.151647,0.1496,0.148795,0.14766,0.145984,0.144253,0.142397,0.141655,0.140255,0.138398,0.137504,0.136069,0.134942,0.133986,0.132159,0.130499,0.129246,0.128215,0.127105,0.12629,0.124212,0.122002,0.121683,0.120887,0.118323,0.117587,0.116011,0.115085,0.114238,0.113423,0.111242,0.111103,0.109762,0.108295,0.10712,0.105932,0.104633,0.103983,0.102875,0.101836,0.100809,0.099726,0.0991463,0.0978617,0.096877,0.0959363,0.094458,0.093529,0.0923689,0.0916786,0.0910059,0.0893671,0.0887384,0.087662,0.0865493,0.0861576,0.0853054,0.0841652,0.0832129,0.0825641,0.0812427,0.0806605,0.0794709,0.078548,0.0784123,0.077756,0.0771102,0.0758211,0.0751447,0.0742812,0.0736657,0.0730234,0.0726945,0.0721065,0.0705223,0.07139,0.0701733,0.0699205,0.0682331,0.0680314,0.0670915,0.0668738,0.0661742,0.0657344,0.0648838,0.0643479,0.0628215,0.063816,0.0626935,0.062035,0.0609564,0.0613522,0.0605556,0.0602247,0.0596802,0.0589712,0.0599553,0.0579839,0.0573094,0.0574893,0.0570534,0.0571015,0.0560471,0.0549969,0.0544948,0.0554132,0.0545831,0.0540192,0.0541402,0.0521959
0.006,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,3,3,3,3,1.89946,3,3,1.827,1.98945,1.8179,3,1.92686,2.60584,2.98453,3,3,2.57403,3,3,2.43801,2.20683,1.75012,1.63543,1.54047,1.3476,1.2235,1.1442,1.0569,0.948961,0.846586,0.794503,0.728399,0.705372,0.673609,0.655989,0.631948,0.613533,0.596385,0.582097,0.562996,0.545763,0.536097,0.515808,0.502884,0.484763,0.474489,0.463968,0.446389,0.42894,0.418993,0.40645,0.395278,0.381815,0.36885,0.360387,0.352962,0.344246,0.334401,0.328886,0.322757,0.316297,0.310169,0.305701,0.301787,0.295007,0.291873,0.285531,0.283016,0.279711,0.274907,0.272892,0.268147,0.265053,0.262757,0.260463,0.257477,0.253555,0.251395,0.248808,0.246144,0.241222,0.237788,0.232341,0.227113,0.222645,0.218969,0.214233,0.211205,0.206625,0.203603,0.200374,0.197609,0.195164,0.191829,0.189466,0.186915,0.184712,0.182708,0.179507,0.178086,0.176099,0.174058,0.171895,0.170232,0.167796,0.165715,0.164571,0.162064,0.160857,0.158466,0.15723,0.155274,0.153488,0.15204,0.150444,0.148758,0.147511,0.146283,0.144477,0.143107,0.141952,0.140439,0.139199,0.13801,0.136577,0.135791,0.13391,0.132159,0.130417,0.129931,0.128529,0.127292,0.125324,0.124261,0.12309,0.12134,0.12026,0.118887,0.117997,0.116892,0.116023,0.114073,0.113983,0.11299,0.11133,0.109579,0.108366,0.107733,0.106785,0.105206,0.104519,0.103415,0.102098,0.101047,0.100589,0.0993369,0.0979017,0.0967533,0.0966851,0.0959786,0.0945727,0.0938122,0.0923594,0.0914108,0.0901205,0.0896864,0.0890381,0.0876628,0.0870203,0.0859918,0.0850374,0.0835019,0.0830811,0.0827501,0.0814299,0.0807342,0.0800134,0.0784838,0.0789352,0.0776429,0.0764885,0.0765579,0.0758855,0.0751195,0.0743221,0.0738435,0.072938,0.0724703,0.0721417,0.0712841,0.0704134,0.0699804,0.068888,0.0680044,0.0674362,0.0674626,0.0667234,0.0666224,0.0658398,0.0649022,0.0640281,0.0641042,0.0630114,0.0625866,0.0629486,0.0619821,0.0616553,0.0617581,0.0602399,0.0596405,0.0599288,0.0590219,0.0594703,0.0584782,0.0576686,0.056354,0.0569455,0.0560935,0.0571944,0.0560396,0.055597,0.0551174,0.0547057
0.007,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,3,1.70635,2.31806,3,1.77452,3,3,3,3,1.8179,2.29152,1.98485,3,3,2.21484,3,3,2.60504,3,2.43801,2.20683,2.19728,1.54828,1.63738,1.35368,1.25037,1.16843,1.03938,0.950782,0.850516,0.794503,0.734857,0.704002,0.685331,0.65293,0.628336,0.613118,0.594446,0.582844,0.568782,0.548218,0.53575,0.519533,0.509908,0.487987,0.474804,0.463968,0.45048,0.439486,0.420555,0.404512,0.397081,0.382635,0.374446,0.361229,0.354797,0.345902,0.340127,0.329788,0.325877,0.317853,0.312682,0.307058,0.302679,0.298209,0.293221,0.289903,0.284322,0.279232,0.277235,0.275015,0.270231,0.268114,0.265203,0.260196,0.259567,0.256415,0.254232,0.249675,0.246913,0.243218,0.239429,0.234673,0.230263,0.223767,0.220038,0.215882,0.212198,0.209024,0.205118,0.201527,0.199352,0.196801,0.194369,0.191382,0.189073,0.186305,0.184642,0.181675,0.17981,0.178016,0.175608,0.173877,0.172071,0.169288,0.167588,0.165929,0.165085,0.162552,0.160487,0.158142,0.157369,0.155784,0.153944,0.151621,0.150537,0.149485,0.147742,0.146128,0.145655,0.143776,0.141803,0.140292,0.139278,0.138395,0.136826,0.135694,0.134202,0.133162,0.131303,0.130774,0.129211,0.12784,0.126285,0.125175,0.122864,0.121806,0.121246,0.119825,0.118793,0.118077,0.116347,0.115267,0.11455,0.112805,0.112072,0.110706,0.109818,0.108463,0.107443,0.105878,0.105169,0.103735,0.103028,0.101996,0.100674,0.0996668,0.0992347,0.0978942,0.096844,0.0954578,0.094751,0.0943701,0.0929971,0.0925332,0.0915888,0.090626,0.0891181,0.0885175,0.0874335,0.086787,0.0854982,0.0844411,0.0838676,0.0827712,0.0828592,0.0815187,0.0803103,0.0802286,0.079589,0.0778656,0.0777324,0.0775372,0.0757857,0.0760879,0.0747392,0.0744739,0.0734704,0.072989,0.0721554,0.0718954,0.0709319,0.0702521,0.0705504,0.0686145,0.0684444,0.0687605,0.0676795,0.0669086,0.0660803,0.0663676,0.0656769,0.0645061,0.064223,0.0637231,0.0632539,0.0622068,0.0615846,0.061209,0.0626714,0.0606441,0.0608736,0.0594703,0.0585431,0.0589317,0.0585701,0.0582903,0.0566483,0.0571944,0.0569025,0.0571117,0.0572189,0.0544336
0.008,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.60669,3,1.716,3,3,2.67394,3,3,3,3,3,2.52892,3,3,2.15685,2.12581,3,3,2.91803,2.5172,2.60477,2.35218,1.60067,1.5809,1.47254,1.289,1.17561,1.0468,0.922525,0.858485,0.820247,0.742239,0.699241,0.67826,0.64788,0.63559,0.613118,0.598725,0.586224,0.565879,0.549274,0.539939,0.518514,0.502884,0.492215,0.474174,0.463968,0.445227,0.431139,0.419774,0.407909,0.395953,0.385314,0.374634,0.364105,0.356332,0.348397,0.33713,0.331031,0.324522,0.319025,0.312122,0.306424,0.30063,0.297852,0.292502,0.289903,0.283948,0.281248,0.277041,0.272988,0.272326,0.26858,0.265475,0.262243,0.258608,0.256921,0.253907,0.249438,0.248765,0.243589,0.240359,0.233231,0.229145,0.223767,0.220038,0.216281,0.212419,0.208169,0.20441,0.201527,0.199139,0.196801,0.19409,0.191194,0.188236,0.18605,0.18385,0.181436,0.178824,0.177524,0.17491,0.173712,0.171685,0.16877,0.167439,0.165309,0.163511,0.161541,0.160022,0.158011,0.156353,0.154755,0.153009,0.151473,0.150983,0.148702,0.14733,0.145415,0.144304,0.143068,0.141618,0.140328,0.138517,0.138468,0.136937,0.134706,0.133533,0.132176,0.130402,0.129919,0.128227,0.127016,0.125198,0.123983,0.122126,0.121757,0.120206,0.118454,0.117113,0.116194,0.115891,0.114424,0.113224,0.112199,0.111411,0.109251,0.108484,0.107146,0.10594,0.104645,0.103829,0.102883,0.101695,0.100625,0.0999859,0.0997874,0.098075,0.09706,0.0963493,0.0947335,0.0938904,0.0934584,0.0926646,0.0912352,0.0896864,0.0892104,0.087967,0.0869539,0.0865483,0.0857169,0.0845633,0.0835339,0.0827173,0.0816308,0.0808709,0.0799435,0.0791634,0.0784189,0.0784432,0.0769601,0.0769626,0.0762566,0.0751195,0.0744061,0.0735027,0.0731133,0.0712914,0.0716248,0.0711874,0.0697727,0.0698304,0.0694432,0.0688684,0.0671805,0.067411,0.0664629,0.0654626,0.0652531,0.064528,0.0642402,0.0642088,0.0639385,0.0625866,0.0624845,0.0620879,0.0607744,0.0611222,0.0600584,0.0585094,0.0585016,0.0599467,0.0582806,0.0580892,0.0571015,0.0568455,0.0557875,0.0554164,0.0574495,0.0553769,0.0553222,0.0546984,0.0530083
0.009,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,3,2.55145,3,1.81766,3,2.19682,3,1.34988,1.84332,3,3,2.52892,2.30481,2.98453,2.75891,3,3,2.72997,2.31597,3,2.20683,2.19728,1.66025,1.55023,1.39202,1.26445,1.12125,1.00632,0.925958,0.828701,0.781171,0.727598,0.699917,0.669007,0.640907,0.632401,0.612703,0.598725,0.58247,0.562996,0.548218,0.528856,0.517497,0.498921,0.484442,0.47765,0.463968,0.443778,0.431691,0.418993,0.408152,0.396404,0.384695,0.373321,0.362749,0.354184,0.344246,0.335391,0.328886,0.321515,0.314746,0.310076,0.306424,0.300541,0.294299,0.29044,0.285712,0.282458,0.279136,0.274907,0.272411,0.268052,0.264868,0.263209,0.258778,0.256263,0.254059,0.25269,0.248886,0.245684,0.240853,0.237503,0.232341,0.227113,0.222334,0.217548,0.213722,0.209885,0.206253,0.202294,0.199316,0.196506,0.193778,0.191671,0.188717,0.186325,0.1836,0.181598,0.179058,0.176957,0.17468,0.172848,0.171565,0.169168,0.166825,0.164974,0.163306,0.161451,0.159948,0.157608,0.155608,0.154361,0.152873,0.151074,0.149271,0.14776,0.1474,0.145275,0.143132,0.14236,0.141506,0.139483,0.138398,0.136385,0.135345,0.133801,0.133001,0.130828,0.13009,0.129032,0.127232,0.125939,0.125083,0.123622,0.122398,0.120114,0.118575,0.118934,0.116995,0.115571,0.114745,0.113373,0.112464,0.111591,0.110085,0.108921,0.107553,0.106983,0.105277,0.10441,0.103479,0.102081,0.10115,0.0997543,0.0989718,0.098156,0.0967423,0.0959704,0.0947327,0.093884,0.0931283,0.0919408,0.0913386,0.0896102,0.0887939,0.0888787,0.0875589,0.0862461,0.0848999,0.0849462,0.0831338,0.0827636,0.0816608,0.0811119,0.0803932,0.0789258,0.0784436,0.0772704,0.0767269,0.0768061,0.0753115,0.0749028,0.0744866,0.0732098,0.0723964,0.0714638,0.0712329,0.0712009,0.0700777,0.0691616,0.068838,0.0677352,0.0674277,0.0660289,0.0653437,0.0650434,0.0657344,0.0636762,0.0640289,0.0626087,0.0631805,0.0623807,0.0618297,0.0606514,0.0604279,0.0595547,0.0589631,0.0599106,0.0587902,0.0580703,0.0579839,0.056587,0.0564365,0.0562782,0.0552789,0.0550665,0.0562138,0.0546176,0.0541454,0.0539887,0.0532665,0.0528175,0.0523312
0.01,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,3,3,3,1.88461,3,3,1.89023,3,3,2.41996,3,3,3,3,3,3,3,3,2.44091,2.43801,2.9058,2.19728,2.19173,1.52158,1.32987,1.32587,1.17561,1.03693,0.914059,0.861174,0.768235,0.754828,0.701275,0.682371,0.649389,0.635133,0.612703,0.595997,0.582097,0.562996,0.54857,0.538538,0.518514,0.509908,0.48734,0.475119,0.463968,0.45048,0.430038,0.418993,0.407179,0.395728,0.385108,0.371453,0.362918,0.352352,0.345349,0.336508,0.331031,0.32369,0.318439,0.312309,0.306243,0.301075,0.296516,0.292412,0.288258,0.283948,0.280671,0.27743,0.27347,0.270041,0.265886,0.262937,0.262065,0.258086,0.254562,0.254639,0.249596,0.24753,0.243811,0.238857,0.234192,0.22816,0.222769,0.219266,0.214517,0.210764,0.20737,0.203906,0.200788,0.197948,0.195287,0.192146,0.189541,0.187575,0.184584,0.182445,0.180272,0.177766,0.176345,0.173517,0.17184,0.170291,0.167553,0.165982,0.164129,0.162679,0.16089,0.158665,0.156743,0.155339,0.154241,0.152578,0.150701,0.149646,0.146806,0.146245,0.144627,0.14363,0.142026,0.140292,0.139381,0.137865,0.136396,0.135237,0.134061,0.132159,0.13148,0.129203,0.128663,0.126965,0.12658,0.124458,0.122991,0.121978,0.121177,0.119311,0.117952,0.116275,0.115341,0.114857,0.113863,0.112679,0.11133,0.109872,0.108719,0.10746,0.106162,0.105206,0.104393,0.103447,0.102457,0.10132,0.100589,0.0993751,0.098102,0.096712,0.0966019,0.095156,0.0941308,0.0928755,0.0927001,0.0913371,0.0895822,0.0894404,0.0888314,0.0874939,0.0869539,0.0861881,0.0846818,0.0836304,0.0830811,0.0816682,0.0810617,0.0809394,0.0795942,0.078591,0.0786401,0.0774145,0.0762921,0.0761133,0.075556,0.0744543,0.0740705,0.0730346,0.0727628,0.0725611,0.0712492,0.0708008,0.0697235,0.0685322,0.068888,0.068665,0.0671293,0.0664316,0.0665671,0.0660948,0.0653064,0.0640474,0.0644525,0.0638949,0.0633202,0.0621275,0.0616607,0.0615061,0.0613247,0.0604294,0.0601189,0.0600812,0.0594093,0.058758,0.0594703,0.0571181,0.0571645,0.0564769,0.0573119,0.0560935,0.0561757,0.0561059,0.0547731,0.0546984,0.0533472
