Time	440.141000
0.001000	0.136043
0.002000	0.134299
0.003000	0.134707
0.004000	0.137776
0.005000	0.138695
0.006000	0.140093
0.007000	0.141529
0.008000	0.142538
0.009000	0.143949
0.010000	0.145015
0.011000	0.146549
0.012000	0.147319
0.013000	0.148040
0.014000	0.148863
0.015000	0.149654
0.016000	0.150969
0.017000	0.151374
0.018000	0.152373
0.019000	0.153510
0.020000	0.153578
0.021000	0.154122
0.022000	0.154923
0.023000	0.154361
0.024000	0.155246
0.025000	0.155707
0.026000	0.155861
0.027000	0.156511
0.028000	0.156956
0.029000	0.156956
0.030000	0.157025
0.031000	0.157282
0.032000	0.157591
0.033000	0.157847
0.034000	0.158243
0.035000	0.158088
0.036000	0.158878
0.037000	0.158741
0.038000	0.158397
0.039000	0.158741
0.040000	0.158948
0.041000	0.158879
0.042000	0.159533
0.043000	0.159103
0.044000	0.159413
0.045000	0.159792
0.046000	0.159378
0.047000	0.159276
0.048000	0.159757
0.049000	0.160137
0.050000	0.159276
0.051000	0.159740
0.052000	0.159706
0.053000	0.159656
0.054000	0.159620
0.055000	0.159602
0.056000	0.159620
0.057000	0.159343
0.058000	0.159430
0.059000	0.158896
0.060000	0.158741
0.061000	0.159138
0.062000	0.158947
0.063000	0.159050
0.064000	0.158879
0.065000	0.158552
0.066000	0.158948
0.067000	0.158793
0.068000	0.158708
0.069000	0.158604
0.070000	0.158381
0.071000	0.158346
0.072000	0.158036
0.073000	0.158242
0.074000	0.158002
0.075000	0.157916
0.076000	0.157797
0.077000	0.157813
0.078000	0.157642
0.079000	0.157900
0.080000	0.157334
0.081000	0.156990
0.082000	0.157540
0.083000	0.157231
0.084000	0.156973
0.085000	0.156922
0.086000	0.156186
0.087000	0.156717
0.088000	0.156460
0.089000	0.156597
0.090000	0.156460
0.091000	0.156306
0.092000	0.156067
0.093000	0.155998
0.094000	0.155913
0.095000	0.155452
0.096000	0.156066
0.097000	0.155434
0.098000	0.155485
0.099000	0.155742
0.100000	0.155759
0.101000	0.155127
0.102000	0.155793
0.103000	0.154804
0.104000	0.154514
0.105000	0.154684
0.106000	0.155111
0.107000	0.154327
0.108000	0.154701
0.109000	0.154668
0.110000	0.154259
0.111000	0.154309
0.112000	0.154207
0.113000	0.153765
0.114000	0.154003
0.115000	0.153646
0.116000	0.154055
0.117000	0.153748
0.118000	0.153731
0.119000	0.153308
0.120000	0.153748
0.121000	0.153357
0.122000	0.153476
0.123000	0.153188
0.124000	0.153035
0.125000	0.152798
0.126000	0.152916
0.127000	0.152866
0.128000	0.152899
0.129000	0.152916
0.130000	0.152458
0.131000	0.152526
0.132000	0.152220
0.133000	0.152526
0.134000	0.152102
0.135000	0.151848
0.136000	0.152052
0.137000	0.152288
0.138000	0.151966
0.139000	0.152407
0.140000	0.151459
0.141000	0.151611
0.142000	0.151983
0.143000	0.151560
0.144000	0.151797
0.145000	0.151374
0.146000	0.151341
0.147000	0.151341
0.148000	0.151578
0.149000	0.151037
0.150000	0.150801
0.151000	0.151307
0.152000	0.150902
0.153000	0.150851
0.154000	0.151374
0.155000	0.150682
0.156000	0.150817
0.157000	0.150834
0.158000	0.150682
0.159000	0.150581
0.160000	0.150159
0.161000	0.150344
0.162000	0.150294
0.163000	0.150834
0.164000	0.150783
0.165000	0.150378
0.166000	0.150277
0.167000	0.150328
0.168000	0.149923
0.169000	0.150226
0.170000	0.149805
0.171000	0.150192
0.172000	0.149956
0.173000	0.149789
0.174000	0.150142
0.175000	0.149687
0.176000	0.149687
0.177000	0.149906
0.178000	0.149468
0.179000	0.149586
0.180000	0.149788
0.181000	0.149855
0.182000	0.149502
0.183000	0.149519
0.184000	0.149350
0.185000	0.149502
0.186000	0.149637
0.187000	0.149351
0.188000	0.149350
0.189000	0.149165
0.190000	0.149384
0.191000	0.148914
0.192000	0.148913
0.193000	0.149047
0.194000	0.148711
0.195000	0.149064
0.196000	0.149586
0.197000	0.149014
0.198000	0.149435
0.199000	0.149401
0.200000	0.148274
0.201000	0.149249
0.202000	0.148544
0.203000	0.148896
0.204000	0.149148
0.205000	0.149031
0.206000	0.148846
0.207000	0.148241
0.208000	0.148493
0.209000	0.148662
0.210000	0.148762
0.211000	0.148510
0.212000	0.148510
0.213000	0.148744
0.214000	0.148543
0.215000	0.148257
0.216000	0.148576
0.217000	0.148594
0.218000	0.148409
0.219000	0.148157
0.220000	0.148224
0.221000	0.148476
0.222000	0.148308
0.223000	0.148392
0.224000	0.148039
0.225000	0.148308
0.226000	0.148023
0.227000	0.147872
0.228000	0.148006
0.229000	0.148073
0.230000	0.147670
0.231000	0.148476
