Time	429.449000
0.001000	0.242945
0.002000	0.239072
0.003000	0.236011
0.004000	0.237503
0.005000	0.238144
0.006000	0.237788
0.007000	0.239429
0.008000	0.240359
0.009000	0.237503
0.010000	0.238857
0.011000	0.240359
0.012000	0.241291
0.013000	0.241722
0.014000	0.240932
0.015000	0.240431
0.016000	0.240144
0.017000	0.241219
0.018000	0.240861
0.019000	0.241722
0.020000	0.241435
0.021000	0.243017
0.022000	0.243017
0.023000	0.240932
0.024000	0.240861
0.025000	0.241148
0.026000	0.241794
0.027000	0.243017
0.028000	0.243017
0.029000	0.243017
0.030000	0.243017
0.031000	0.243017
0.032000	0.243090
0.033000	0.243017
0.034000	0.243739
0.035000	0.243667
0.036000	0.242153
0.037000	0.243017
0.038000	0.243883
0.039000	0.243450
0.040000	0.243234
0.041000	0.241866
0.042000	0.243017
0.043000	0.243739
0.044000	0.243667
0.045000	0.244606
0.046000	0.243883
0.047000	0.245185
0.048000	0.245910
0.049000	0.246055
0.050000	0.245547
0.051000	0.243955
0.052000	0.244389
0.053000	0.244028
0.054000	0.245040
0.055000	0.245113
0.056000	0.245982
0.057000	0.245040
0.058000	0.245910
0.059000	0.245185
0.060000	0.246927
0.061000	0.247072
0.062000	0.246128
0.063000	0.246128
0.064000	0.246055
0.065000	0.247072
0.066000	0.247800
0.067000	0.247291
0.068000	0.247072
0.069000	0.246636
0.070000	0.246709
0.071000	0.247291
0.072000	0.247072
0.073000	0.247509
0.074000	0.248530
0.075000	0.248311
0.076000	0.248384
0.077000	0.248457
0.078000	0.248457
0.079000	0.248457
0.080000	0.248384
0.081000	0.248530
0.082000	0.249114
0.083000	0.248968
0.084000	0.248822
0.085000	0.249260
0.086000	0.248749
0.087000	0.249406
0.088000	0.249626
0.089000	0.249919
0.090000	0.249260
0.091000	0.248384
0.092000	0.250138
0.093000	0.249480
0.094000	0.249260
0.095000	0.249406
0.096000	0.249041
0.097000	0.250725
0.098000	0.250872
0.099000	0.250212
0.100000	0.250578
0.101000	0.250138
0.102000	0.250798
0.103000	0.249845
0.104000	0.249626
0.105000	0.250798
0.106000	0.249260
0.107000	0.251165
0.108000	0.249845
0.109000	0.249845
0.110000	0.250138
0.111000	0.249845
0.112000	0.249406
0.113000	0.249480
0.114000	0.251386
0.115000	0.250725
0.116000	0.249406
0.117000	0.250725
0.118000	0.250138
